Age,Gender,Location,Income,Savings,Existing Investments,Life Stage,Existing Policies,Website Activity Score,Past Claims,Recommended Policy Type,Coverage Amount,Premium Term,Interest in Add-on Benefits,Upselling Opportunity,Premium Amount
35,Male,Suburban,29000,30000,39000,Partnered,1,94,1,Health Insurance,90000,20 Years,55,1,15000
31,Male,Suburban,92000,84000,70000,Married,2,95,1,Investment Plan,90000,Whole Life,77,1,15000
38,Male,Urban,54000,32000,57000,Married,2,86,0,Health Insurance,90000,5 Years,75,0,15000
61,Female,Suburban,44000,50000,22000,Empty Nesters,2,43,0,Retirement Plan,90000,Whole Life,71,1,15000
63,Male,Suburban,41000,49000,6000,Empty Nesters,1,66,1,Retirement Plan,90000,Whole Life,80,1,15000
64,Male,Suburban,68000,52000,12000,Empty Nesters,0,48,1,Retirement Plan,90000,20 Years,72,1,15000
38,Female,Rural,58000,43000,83000,Married,0,83,0,Investment Plan,90000,10 Years,62,0,15000
51,Male,Suburban,57000,32000,100000,Empty Nesters,0,53,1,Retirement Plan,90000,Whole Life,73,1,15000
50,Female,Urban,61000,38000,50000,Married,2,71,0,Retirement Plan,90000,Whole Life,79,1,15000
32,Male,Rural,22000,5000,45000,Single,1,95,0,Life Insurance,90000,10 Years,77,1,15000
36,Female,Rural,54000,19000,38000,Partnered,0,85,1,Health Insurance,90000,20 Years,75,1,15000
52,Female,Rural,57000,41000,84000,Parents,1,76,1,Retirement Plan,90000,20 Years,84,1,15000
34,Female,Suburban,42000,18000,8000,Married,2,76,0,Health Insurance,90000,5 Years,42,0,15000
29,Female,Suburban,83000,61000,12000,Married,1,95,0,Investment Plan,90000,10 Years,52,1,15000
45,Female,Urban,46000,36000,16000,Parents,0,70,0,Health Insurance,90000,5 Years,77,1,15000
36,Female,Rural,53000,49000,81000,Partnered,1,81,1,Investment Plan,90000,20 Years,53,0,15000
23,Female,Urban,35000,4000,99000,Single,0,95,1,Life Insurance,90000,5 Years,51,0,15000
42,Female,Rural,87000,75000,98000,Empty Nesters,1,71,0,Investment Plan,90000,20 Years,93,1,15000
59,Female,Urban,37000,22000,38000,Parents,0,22,1,Retirement Plan,90000,Whole Life,84,0,15000
56,Male,Suburban,48000,31000,19000,Empty Nesters,0,43,1,Retirement Plan,90000,5 Years,81,1,15000
55,Female,Rural,89000,39000,69000,Parents,0,76,1,Retirement Plan,90000,Whole Life,95,1,15000
20,Male,Rural,29000,9000,86000,Single,2,95,1,Life Insurance,90000,Whole Life,74,1,15000
42,Male,Urban,73000,63000,84000,Empty Nesters,2,75,1,Investment Plan,90000,10 Years,73,0,15000
45,Female,Suburban,57000,32000,99000,Married,0,83,0,Health Insurance,90000,5 Years,95,0,15000
23,Male,Urban,27000,11000,7000,Single,2,95,0,Life Insurance,90000,10 Years,59,0,15000
43,Male,Rural,38000,37000,71000,Married,2,60,0,Health Insurance,90000,20 Years,66,0,15000
34,Female,Suburban,47000,51000,5000,Partnered,0,95,1,Investment Plan,90000,20 Years,86,0,15000
42,Female,Urban,40000,15000,78000,Married,2,76,0,Health Insurance,90000,5 Years,91,0,15000
58,Female,Urban,46000,29000,50000,Parents,0,85,1,Retirement Plan,90000,Whole Life,66,1,15000
32,Female,Urban,93000,67000,25000,Partnered,1,95,0,Investment Plan,90000,Whole Life,62,1,15000
41,Male,Urban,88000,70000,4000,Parents,2,95,1,Investment Plan,90000,5 Years,78,1,15000
49,Male,Suburban,37000,29000,22000,Parents,2,67,0,Health Insurance,90000,5 Years,81,0,15000
52,Male,Urban,82000,28000,30000,Empty Nesters,0,71,1,Retirement Plan,90000,5 Years,69,1,15000
34,Female,Urban,94000,37000,16000,Married,0,82,1,Investment Plan,90000,Whole Life,55,0,15000
52,Male,Rural,68000,38000,17000,Parents,1,60,0,Retirement Plan,90000,10 Years,79,0,15000
22,Female,Suburban,38000,5000,69000,Single,0,95,1,Life Insurance,90000,5 Years,50,0,15000
34,Male,Urban,62000,79000,60000,Single,1,85,0,Investment Plan,90000,5 Years,57,0,15000
41,Male,Suburban,52000,21000,80000,Empty Nesters,0,95,1,Health Insurance,90000,20 Years,80,1,15000
40,Female,Urban,92000,76000,30000,Partnered,2,90,1,Investment Plan,90000,10 Years,82,1,15000
34,Male,Suburban,43000,14000,20000,Single,0,95,0,Health Insurance,90000,5 Years,56,0,15000
32,Female,Urban,38000,39000,56000,Partnered,2,95,0,Health Insurance,90000,Whole Life,75,1,15000
42,Male,Suburban,34000,24000,66000,Empty Nesters,1,95,1,Health Insurance,90000,10 Years,84,1,15000
30,Female,Urban,36000,30000,7000,Partnered,2,94,0,Health Insurance,90000,Whole Life,58,1,15000
37,Male,Urban,72000,57000,37000,Partnered,1,95,0,Investment Plan,90000,20 Years,65,1,15000
46,Female,Rural,51000,24000,85000,Empty Nesters,1,57,1,Health Insurance,90000,5 Years,71,1,15000
41,Female,Rural,47000,12000,15000,Empty Nesters,0,86,1,Health Insurance,90000,5 Years,73,1,15000
56,Male,Urban,55000,40000,79000,Married,0,21,1,Retirement Plan,90000,20 Years,75,0,15000
34,Male,Suburban,27000,14000,0,Married,1,88,0,Life Insurance,90000,10 Years,92,0,15000
29,Female,Rural,102000,47000,95000,Single,0,95,0,Investment Plan,90000,Whole Life,50,0,15000
23,Male,Suburban,19000,14000,26000,Single,0,95,0,Life Insurance,90000,20 Years,67,1,15000
44,Female,Suburban,70000,57000,45000,Married,0,95,1,Investment Plan,90000,10 Years,86,0,15000
54,Male,Rural,48000,24000,14000,Parents,2,48,1,Retirement Plan,90000,5 Years,66,0,15000
39,Female,Urban,28000,12000,18000,Single,2,95,0,Health Insurance,90000,20 Years,66,1,15000
27,Female,Suburban,74000,61000,79000,Married,0,95,0,Investment Plan,90000,Whole Life,56,1,15000
22,Female,Rural,28000,12000,29000,Single,2,95,0,Life Insurance,90000,20 Years,54,0,15000
30,Male,Suburban,74000,53000,73000,Married,0,94,1,Investment Plan,90000,5 Years,57,0,15000
50,Male,Urban,77000,54000,18000,Empty Nesters,1,73,0,Retirement Plan,90000,10 Years,79,1,15000
51,Female,Suburban,68000,30000,55000,Empty Nesters,0,57,1,Retirement Plan,90000,Whole Life,84,0,15000
51,Female,Rural,48000,57000,31000,Empty Nesters,1,68,1,Retirement Plan,90000,Whole Life,83,1,15000
34,Male,Suburban,62000,28000,5000,Single,1,95,0,Investment Plan,90000,20 Years,70,1,15000
41,Male,Rural,78000,75000,41000,Married,2,94,1,Investment Plan,90000,10 Years,61,0,15000
38,Male,Urban,44000,65000,54000,Married,1,95,1,Investment Plan,90000,10 Years,70,1,15000
26,Male,Urban,27000,7000,98000,Married,2,95,1,Life Insurance,90000,10 Years,53,1,15000
29,Female,Urban,68000,39000,31000,Single,2,66,0,Investment Plan,90000,20 Years,68,1,15000
25,Female,Urban,51000,40000,67000,Single,1,85,1,Investment Plan,90000,10 Years,57,0,15000
33,Male,Suburban,73000,46000,53000,Partnered,2,92,0,Investment Plan,90000,Whole Life,57,1,15000
32,Female,Suburban,83000,55000,64000,Married,2,84,0,Investment Plan,90000,Whole Life,57,1,15000
31,Male,Suburban,47000,26000,74000,Married,0,75,0,Health Insurance,90000,5 Years,56,0,15000
36,Female,Urban,43000,14000,73000,Married,2,95,1,Health Insurance,90000,Whole Life,71,0,15000
63,Male,Rural,86000,53000,4000,Empty Nesters,0,66,0,Retirement Plan,90000,20 Years,76,0,15000
20,Male,Suburban,25000,4000,69000,Single,0,95,0,Life Insurance,90000,10 Years,62,0,15000
25,Male,Suburban,30000,20000,47000,Single,2,95,0,Life Insurance,90000,Whole Life,55,0,15000
30,Female,Urban,37000,7000,86000,Partnered,1,95,0,Life Insurance,90000,Whole Life,63,0,15000
23,Female,Suburban,23000,5000,87000,Single,0,95,1,Life Insurance,90000,5 Years,76,0,15000
31,Female,Urban,38000,13000,85000,Married,0,61,1,Life Insurance,90000,20 Years,64,1,15000
23,Female,Rural,39000,21000,48000,Single,1,95,0,Life Insurance,90000,20 Years,61,1,15000
32,Female,Rural,70000,53000,82000,Partnered,2,94,1,Investment Plan,90000,Whole Life,71,1,15000
26,Female,Urban,25000,15000,39000,Single,0,95,1,Life Insurance,90000,20 Years,60,0,15000
26,Female,Rural,86000,66000,7000,Single,0,66,0,Investment Plan,90000,10 Years,54,1,15000
36,Male,Urban,44000,26000,48000,Single,2,90,0,Health Insurance,90000,20 Years,73,1,15000
55,Female,Urban,75000,52000,96000,Married,2,92,1,Retirement Plan,90000,5 Years,94,1,15000
21,Female,Urban,31000,15000,91000,Single,1,95,0,Life Insurance,90000,5 Years,56,0,15000
38,Female,Urban,97000,77000,35000,Married,1,95,0,Investment Plan,90000,10 Years,66,0,15000
26,Male,Urban,79000,71000,75000,Married,0,90,1,Investment Plan,90000,20 Years,53,1,15000
35,Female,Suburban,59000,23000,45000,Partnered,1,81,0,Health Insurance,90000,5 Years,61,1,15000
48,Male,Suburban,38000,26000,63000,Empty Nesters,1,90,1,Health Insurance,90000,20 Years,87,1,15000
35,Female,Rural,109000,60000,14000,Single,2,95,1,Investment Plan,90000,5 Years,73,0,15000
36,Female,Rural,46000,22000,0,Married,1,69,1,Health Insurance,90000,20 Years,74,1,15000
52,Male,Suburban,93000,45000,19000,Empty Nesters,0,73,1,Retirement Plan,90000,20 Years,73,0,15000
32,Female,Suburban,79000,43000,76000,Single,1,91,1,Investment Plan,90000,10 Years,75,0,15000
41,Male,Suburban,71000,52000,17000,Empty Nesters,1,80,1,Investment Plan,90000,10 Years,54,0,15000
32,Female,Rural,27000,35000,30000,Partnered,0,82,1,Health Insurance,90000,20 Years,67,0,15000
29,Male,Rural,35000,13000,45000,Partnered,1,77,0,Life Insurance,90000,10 Years,72,0,15000
29,Male,Rural,48000,80000,60000,Single,0,94,0,Investment Plan,90000,Whole Life,73,0,15000
39,Female,Rural,51000,24000,46000,Single,2,67,0,Health Insurance,90000,10 Years,73,0,15000
25,Female,Suburban,22000,12000,63000,Single,1,95,1,Life Insurance,90000,20 Years,43,1,15000
43,Male,Suburban,96000,58000,29000,Empty Nesters,0,60,0,Investment Plan,90000,10 Years,72,1,15000
42,Male,Rural,58000,13000,39000,Empty Nesters,0,95,1,Health Insurance,90000,20 Years,82,0,15000
46,Female,Suburban,34000,20000,52000,Married,1,83,0,Health Insurance,90000,Whole Life,67,1,15000
31,Male,Urban,25000,13000,19000,Single,0,95,0,Life Insurance,90000,5 Years,74,1,15000
21,Female,Suburban,32000,13000,39000,Single,2,95,1,Life Insurance,90000,20 Years,46,0,15000
22,Female,Rural,31000,12000,61000,Single,0,95,0,Life Insurance,90000,20 Years,64,0,15000
68,Female,Suburban,76000,55000,13000,Empty Nesters,1,29,0,Retirement Plan,90000,Whole Life,92,1,15000
22,Male,Urban,20000,17000,84000,Single,2,95,1,Life Insurance,90000,20 Years,68,0,15000
36,Male,Urban,71000,68000,69000,Partnered,0,74,1,Investment Plan,90000,20 Years,63,0,15000
30,Male,Suburban,35000,9000,36000,Single,1,66,1,Life Insurance,90000,20 Years,68,1,15000
69,Female,Rural,66000,37000,70000,Empty Nesters,0,41,0,Retirement Plan,90000,10 Years,90,1,15000
36,Female,Rural,72000,54000,94000,Partnered,1,95,1,Investment Plan,90000,5 Years,72,0,15000
61,Male,Urban,62000,43000,86000,Empty Nesters,0,49,0,Retirement Plan,90000,10 Years,90,0,15000
32,Male,Rural,44000,22000,70000,Single,1,89,0,Health Insurance,90000,Whole Life,53,1,15000
50,Male,Suburban,100000,32000,10000,Married,2,72,0,Retirement Plan,90000,20 Years,67,0,15000
33,Male,Suburban,41000,16000,56000,Married,2,77,0,Life Insurance,90000,20 Years,79,0,15000
30,Male,Rural,30000,10000,70000,Partnered,1,95,0,Life Insurance,90000,20 Years,52,1,15000
44,Female,Rural,73000,66000,53000,Married,1,56,1,Investment Plan,90000,20 Years,49,0,15000
35,Female,Rural,69000,45000,30000,Single,1,95,0,Investment Plan,90000,Whole Life,67,0,15000
64,Female,Suburban,86000,27000,29000,Empty Nesters,0,81,1,Retirement Plan,90000,10 Years,82,0,15000
26,Male,Urban,29000,24000,36000,Married,2,95,0,Life Insurance,90000,10 Years,69,1,15000
49,Male,Urban,46000,31000,65000,Married,0,79,1,Health Insurance,90000,10 Years,79,0,15000
42,Male,Urban,52000,25000,57000,Empty Nesters,2,75,1,Health Insurance,90000,10 Years,68,0,15000
39,Male,Suburban,49000,25000,95000,Single,0,85,1,Health Insurance,90000,10 Years,62,1,15000
49,Male,Suburban,61000,27000,36000,Empty Nesters,2,88,0,Health Insurance,90000,Whole Life,82,1,15000
49,Female,Suburban,37000,32000,39000,Parents,0,48,0,Health Insurance,90000,10 Years,63,0,15000
26,Male,Urban,31000,9000,23000,Single,2,95,1,Life Insurance,90000,Whole Life,70,0,15000
31,Female,Suburban,74000,44000,6000,Married,2,86,0,Investment Plan,90000,5 Years,47,0,15000
30,Male,Urban,86000,61000,15000,Partnered,0,89,1,Investment Plan,90000,Whole Life,69,1,15000
36,Male,Suburban,69000,46000,75000,Married,0,88,1,Investment Plan,90000,Whole Life,59,0,15000
22,Female,Suburban,28000,18000,28000,Single,1,95,0,Life Insurance,90000,Whole Life,59,1,15000
38,Female,Urban,80000,60000,7000,Partnered,1,77,1,Investment Plan,90000,10 Years,70,1,15000
36,Female,Rural,70000,67000,78000,Single,2,95,1,Investment Plan,90000,20 Years,60,0,15000
39,Male,Rural,66000,34000,59000,Married,2,85,0,Investment Plan,90000,Whole Life,67,1,15000
23,Female,Rural,31000,9000,19000,Single,1,95,0,Life Insurance,90000,20 Years,66,0,15000
59,Male,Suburban,60000,47000,91000,Married,2,20,1,Retirement Plan,90000,20 Years,73,0,15000
36,Female,Urban,48000,45000,64000,Partnered,1,95,1,Investment Plan,90000,Whole Life,68,1,15000
54,Female,Rural,64000,40000,56000,Empty Nesters,2,61,1,Retirement Plan,90000,10 Years,81,0,15000
27,Male,Suburban,38000,7000,90000,Single,1,95,0,Life Insurance,90000,Whole Life,80,0,15000
35,Female,Suburban,63000,22000,87000,Partnered,1,76,0,Health Insurance,90000,10 Years,55,0,15000
35,Male,Rural,44000,31000,50000,Single,1,95,1,Health Insurance,90000,5 Years,58,0,15000
56,Female,Urban,40000,43000,77000,Empty Nesters,2,48,0,Retirement Plan,90000,20 Years,80,1,15000
38,Female,Rural,98000,40000,86000,Single,0,94,1,Investment Plan,90000,Whole Life,70,0,15000
53,Female,Urban,58000,57000,13000,Married,2,61,1,Retirement Plan,90000,20 Years,75,0,15000
35,Female,Rural,63000,32000,0,Single,2,95,0,Health Insurance,90000,Whole Life,66,0,15000
27,Female,Urban,31000,11000,28000,Married,0,95,0,Life Insurance,90000,5 Years,69,1,15000
40,Male,Rural,53000,23000,31000,Partnered,2,78,0,Health Insurance,90000,20 Years,60,0,15000
33,Female,Suburban,27000,4000,54000,Partnered,2,72,1,Life Insurance,90000,Whole Life,63,1,15000
44,Male,Rural,53000,21000,84000,Parents,0,75,0,Health Insurance,90000,Whole Life,65,1,15000
34,Female,Suburban,15000,17000,8000,Partnered,1,79,1,Life Insurance,90000,20 Years,26,1,15000
41,Male,Rural,32000,21000,15000,Parents,2,85,1,Health Insurance,90000,Whole Life,77,0,15000
27,Female,Suburban,39000,15000,86000,Married,1,95,0,Life Insurance,90000,5 Years,82,0,15000
33,Male,Rural,44000,32000,24000,Married,1,95,0,Health Insurance,90000,5 Years,69,1,15000
39,Female,Suburban,95000,80000,90000,Partnered,1,87,0,Investment Plan,90000,20 Years,84,1,15000
26,Female,Urban,37000,10000,68000,Single,2,95,0,Life Insurance,90000,5 Years,55,0,15000
32,Male,Suburban,33000,16000,3000,Partnered,0,82,0,Life Insurance,90000,5 Years,77,1,15000
29,Male,Rural,36000,17000,46000,Single,1,95,0,Life Insurance,90000,10 Years,84,0,15000
25,Male,Rural,41000,21000,68000,Single,1,95,0,Life Insurance,90000,Whole Life,86,1,15000
32,Male,Rural,20000,7000,29000,Married,1,84,0,Life Insurance,90000,10 Years,58,1,15000
30,Female,Urban,49000,38000,19000,Single,2,95,1,Health Insurance,90000,Whole Life,67,1,15000
54,Female,Rural,63000,43000,42000,Empty Nesters,0,59,1,Retirement Plan,90000,Whole Life,83,0,15000
25,Male,Rural,36000,14000,99000,Single,1,95,1,Life Insurance,90000,Whole Life,74,1,15000
59,Female,Urban,56000,51000,11000,Parents,2,55,0,Retirement Plan,90000,5 Years,95,1,15000
42,Female,Suburban,50000,22000,67000,Parents,1,95,1,Health Insurance,90000,10 Years,72,1,15000
45,Female,Suburban,42000,39000,22000,Empty Nesters,1,87,0,Health Insurance,90000,20 Years,63,1,15000
38,Male,Suburban,54000,33000,28000,Partnered,2,95,1,Health Insurance,90000,20 Years,59,1,15000
35,Female,Rural,109000,56000,50000,Single,0,95,0,Investment Plan,90000,Whole Life,70,0,15000
41,Male,Rural,39000,18000,41000,Empty Nesters,1,86,0,Health Insurance,90000,20 Years,62,0,15000
36,Male,Suburban,37000,30000,22000,Partnered,0,95,1,Health Insurance,90000,Whole Life,70,0,15000
25,Female,Rural,86000,82000,45000,Single,0,95,0,Investment Plan,90000,10 Years,72,0,15000
52,Male,Suburban,59000,37000,12000,Parents,0,74,1,Retirement Plan,90000,20 Years,82,0,15000
31,Male,Urban,32000,12000,3000,Partnered,2,90,0,Life Insurance,90000,10 Years,71,1,15000
61,Female,Urban,80000,54000,51000,Empty Nesters,0,49,0,Retirement Plan,90000,5 Years,85,0,15000
35,Male,Suburban,63000,68000,76000,Married,2,95,1,Investment Plan,90000,5 Years,58,1,15000
41,Male,Rural,52000,25000,5000,Married,1,95,0,Health Insurance,90000,Whole Life,76,1,15000
57,Female,Suburban,67000,22000,79000,Married,0,59,0,Retirement Plan,90000,Whole Life,79,0,15000
63,Female,Suburban,83000,29000,3000,Empty Nesters,1,46,1,Retirement Plan,90000,5 Years,73,0,15000
24,Female,Rural,28000,17000,99000,Single,2,95,1,Life Insurance,90000,10 Years,62,0,15000
36,Female,Suburban,47000,31000,51000,Single,2,85,0,Health Insurance,90000,10 Years,57,1,15000
30,Female,Rural,45000,34000,36000,Partnered,2,85,0,Health Insurance,90000,Whole Life,55,0,15000
31,Male,Suburban,88000,62000,60000,Married,1,75,0,Investment Plan,90000,20 Years,77,1,15000
23,Female,Suburban,38000,15000,10000,Single,1,95,1,Life Insurance,90000,10 Years,64,0,15000
37,Female,Urban,34000,29000,34000,Married,0,81,0,Health Insurance,90000,Whole Life,66,1,15000
56,Female,Rural,58000,36000,78000,Parents,2,51,1,Retirement Plan,90000,5 Years,78,0,15000
33,Male,Rural,25000,13000,73000,Single,2,80,1,Life Insurance,90000,20 Years,71,0,15000
51,Male,Suburban,61000,33000,73000,Married,1,65,1,Retirement Plan,90000,5 Years,74,0,15000
27,Male,Rural,45000,62000,21000,Married,1,80,0,Investment Plan,90000,Whole Life,60,0,15000
60,Female,Rural,54000,55000,1000,Married,1,53,1,Retirement Plan,90000,5 Years,76,0,15000
61,Male,Urban,49000,44000,84000,Empty Nesters,2,58,1,Retirement Plan,90000,5 Years,79,1,15000
26,Female,Suburban,34000,13000,13000,Single,2,87,0,Life Insurance,90000,20 Years,61,1,15000
26,Female,Suburban,42000,15000,92000,Married,2,95,0,Life Insurance,90000,Whole Life,67,0,15000
41,Female,Suburban,32000,19000,62000,Empty Nesters,2,83,0,Health Insurance,90000,10 Years,60,0,15000
42,Female,Rural,39000,33000,48000,Married,1,86,0,Health Insurance,90000,20 Years,63,1,15000
39,Male,Suburban,43000,21000,96000,Single,0,95,1,Health Insurance,90000,20 Years,66,1,15000
46,Female,Suburban,45000,31000,82000,Parents,0,81,1,Health Insurance,90000,5 Years,74,1,15000
45,Female,Suburban,44000,15000,57000,Parents,1,51,0,Health Insurance,90000,5 Years,82,0,15000
26,Male,Suburban,15000,3000,77000,Married,1,95,1,Life Insurance,90000,20 Years,64,0,15000
27,Male,Suburban,64000,43000,59000,Married,1,87,0,Investment Plan,90000,5 Years,77,0,15000
53,Female,Rural,61000,52000,30000,Married,0,54,1,Retirement Plan,90000,Whole Life,82,1,15000
30,Female,Rural,68000,48000,15000,Partnered,0,81,1,Investment Plan,90000,10 Years,76,0,15000
31,Female,Rural,92000,40000,23000,Partnered,2,95,0,Investment Plan,90000,10 Years,68,1,15000
33,Male,Urban,63000,49000,9000,Single,0,95,0,Investment Plan,90000,Whole Life,56,1,15000
42,Female,Rural,55000,22000,3000,Empty Nesters,1,69,0,Health Insurance,90000,10 Years,72,1,15000
43,Male,Rural,45000,31000,50000,Parents,0,72,1,Health Insurance,90000,10 Years,72,1,15000
36,Female,Urban,64000,63000,1000,Single,2,91,0,Investment Plan,90000,20 Years,66,1,15000
43,Female,Urban,55000,20000,38000,Married,1,91,1,Health Insurance,90000,5 Years,53,1,15000
44,Male,Urban,79000,71000,50000,Empty Nesters,0,95,0,Investment Plan,90000,10 Years,65,0,15000
59,Male,Rural,88000,50000,19000,Parents,0,56,0,Retirement Plan,90000,5 Years,75,1,15000
24,Female,Suburban,15000,16000,28000,Single,1,95,0,Life Insurance,90000,Whole Life,76,1,15000
58,Female,Suburban,95000,38000,38000,Empty Nesters,0,63,1,Retirement Plan,90000,5 Years,89,0,15000
30,Male,Urban,33000,12000,58000,Single,1,95,1,Life Insurance,90000,20 Years,72,1,15000
43,Male,Suburban,100000,63000,17000,Empty Nesters,2,69,0,Investment Plan,90000,20 Years,69,1,15000
32,Male,Rural,47000,19000,91000,Partnered,1,80,0,Health Insurance,90000,10 Years,68,0,15000
30,Male,Rural,35000,15000,60000,Partnered,1,79,1,Life Insurance,90000,10 Years,71,1,15000
34,Male,Suburban,34000,9000,85000,Partnered,0,95,0,Life Insurance,90000,Whole Life,77,1,15000
52,Female,Suburban,90000,51000,42000,Empty Nesters,2,53,0,Retirement Plan,90000,Whole Life,83,1,15000
30,Male,Urban,74000,32000,97000,Single,2,95,0,Investment Plan,90000,5 Years,56,0,15000
32,Female,Rural,65000,57000,38000,Partnered,1,95,1,Investment Plan,90000,20 Years,47,1,15000
49,Female,Urban,42000,33000,63000,Married,0,63,1,Health Insurance,90000,20 Years,58,1,15000
25,Female,Urban,63000,42000,23000,Single,0,95,1,Investment Plan,90000,5 Years,83,0,15000
39,Female,Rural,80000,58000,23000,Married,1,95,0,Investment Plan,90000,20 Years,60,0,15000
